"from","to","weight","from_name","from_group","to_name","to_group","same_group","group","timestep"
"45","184",0.05,45,1,184,4,FALSE,0,1
"45","185",0.05,45,1,185,4,FALSE,0,1
"46","57",0.05,46,1,57,2,FALSE,0,1
"46","65",0.05,46,1,65,2,FALSE,0,1
"46","122",0.05,46,1,122,3,FALSE,0,1
"46","139",0.05,46,1,139,3,FALSE,0,1
"46","160",0.05,46,1,160,4,FALSE,0,1
"46","182",0.05,46,1,182,4,FALSE,0,1
"46","188",0.05,46,1,188,4,FALSE,0,1
"46","189",0.05,46,1,189,4,FALSE,0,1
"47","73",0.05,47,1,73,2,FALSE,0,1
"47","85",0.05,47,1,85,2,FALSE,0,1
"47","127",0.05,47,1,127,3,FALSE,0,1
"47","149",0.05,47,1,149,3,FALSE,0,1
"47","170",0.05,47,1,170,4,FALSE,0,1
"47","178",0.05,47,1,178,4,FALSE,0,1
"48","72",0.05,48,1,72,2,FALSE,0,1
"48","93",0.05,48,1,93,2,FALSE,0,1
"48","123",0.05,48,1,123,3,FALSE,0,1
"48","144",0.05,48,1,144,3,FALSE,0,1
"48","151",0.05,48,1,151,4,FALSE,0,1
"48","166",0.05,48,1,166,4,FALSE,0,1
"48","172",0.05,48,1,172,4,FALSE,0,1
"48","200",0.05,48,1,200,4,FALSE,0,1
"49","62",0.05,49,1,62,2,FALSE,0,1
"49","71",0.05,49,1,71,2,FALSE,0,1
"49","77",0.05,49,1,77,2,FALSE,0,1
"49","104",0.05,49,1,104,3,FALSE,0,1
"49","116",0.05,49,1,116,3,FALSE,0,1
"49","140",0.05,49,1,140,3,FALSE,0,1
"49","143",0.05,49,1,143,3,FALSE,0,1
"49","144",0.05,49,1,144,3,FALSE,0,1
"49","148",0.05,49,1,148,3,FALSE,0,1
"49","158",0.05,49,1,158,4,FALSE,0,1
"49","168",0.05,49,1,168,4,FALSE,0,1
"49","182",0.05,49,1,182,4,FALSE,0,1
"49","190",0.05,49,1,190,4,FALSE,0,1
"50","61",0.05,50,1,61,2,FALSE,0,1
"50","94",0.05,50,1,94,2,FALSE,0,1
"50","125",0.05,50,1,125,3,FALSE,0,1
"50","157",0.05,50,1,157,4,FALSE,0,1
"50","164",0.05,50,1,164,4,FALSE,0,1
"51","102",0.05,51,2,102,3,FALSE,0,1
"51","127",0.05,51,2,127,3,FALSE,0,1
"51","181",0.05,51,2,181,4,FALSE,0,1
"52","137",0.05,52,2,137,3,FALSE,0,1
"52","145",0.05,52,2,145,3,FALSE,0,1
"53","115",0.05,53,2,115,3,FALSE,0,1
"53","127",0.05,53,2,127,3,FALSE,0,1
"53","139",0.05,53,2,139,3,FALSE,0,1
"53","177",0.05,53,2,177,4,FALSE,0,1
"54","110",0.05,54,2,110,3,FALSE,0,1
"54","136",0.05,54,2,136,3,FALSE,0,1
"54","139",0.05,54,2,139,3,FALSE,0,1
"54","152",0.05,54,2,152,4,FALSE,0,1
"54","197",0.05,54,2,197,4,FALSE,0,1
"54","198",0.05,54,2,198,4,FALSE,0,1
"55","113",0.05,55,2,113,3,FALSE,0,1
"55","127",0.05,55,2,127,3,FALSE,0,1
"56","110",0.05,56,2,110,3,FALSE,0,1
"56","123",0.05,56,2,123,3,FALSE,0,1
"56","149",0.05,56,2,149,3,FALSE,0,1
"56","160",0.05,56,2,160,4,FALSE,0,1
"57","114",0.05,57,2,114,3,FALSE,0,1
"57","117",0.05,57,2,117,3,FALSE,0,1
"57","126",0.05,57,2,126,3,FALSE,0,1
"57","176",0.05,57,2,176,4,FALSE,0,1
"58","113",0.05,58,2,113,3,FALSE,0,1
"58","142",0.05,58,2,142,3,FALSE,0,1
"58","148",0.05,58,2,148,3,FALSE,0,1
"58","154",0.05,58,2,154,4,FALSE,0,1
"58","165",0.05,58,2,165,4,FALSE,0,1
"59","101",0.05,59,2,101,3,FALSE,0,1
"59","105",0.05,59,2,105,3,FALSE,0,1
"59","117",0.05,59,2,117,3,FALSE,0,1
"59","121",0.05,59,2,121,3,FALSE,0,1
"59","130",0.05,59,2,130,3,FALSE,0,1
"59","165",0.05,59,2,165,4,FALSE,0,1
"59","192",0.05,59,2,192,4,FALSE,0,1
"60","135",0.05,60,2,135,3,FALSE,0,1
"60","163",0.05,60,2,163,4,FALSE,0,1
"60","175",0.05,60,2,175,4,FALSE,0,1
"61","104",0.05,61,2,104,3,FALSE,0,1
"61","115",0.05,61,2,115,3,FALSE,0,1
"61","119",0.05,61,2,119,3,FALSE,0,1
"61","134",0.05,61,2,134,3,FALSE,0,1
"61","135",0.05,61,2,135,3,FALSE,0,1
"61","166",0.05,61,2,166,4,FALSE,0,1
"62","174",0.05,62,2,174,4,FALSE,0,1
"62","181",0.05,62,2,181,4,FALSE,0,1
"63","135",0.05,63,2,135,3,FALSE,0,1
"64","101",0.05,64,2,101,3,FALSE,0,1
"64","102",0.05,64,2,102,3,FALSE,0,1
"64","106",0.05,64,2,106,3,FALSE,0,1
"64","109",0.05,64,2,109,3,FALSE,0,1
"64","114",0.05,64,2,114,3,FALSE,0,1
"64","145",0.05,64,2,145,3,FALSE,0,1
"64","151",0.05,64,2,151,4,FALSE,0,1
"64","163",0.05,64,2,163,4,FALSE,0,1
"64","184",0.05,64,2,184,4,FALSE,0,1
"65","106",0.05,65,2,106,3,FALSE,0,1
"65","116",0.05,65,2,116,3,FALSE,0,1
"65","177",0.05,65,2,177,4,FALSE,0,1
"65","188",0.05,65,2,188,4,FALSE,0,1
"66","118",0.05,66,2,118,3,FALSE,0,1
"66","136",0.05,66,2,136,3,FALSE,0,1
"66","148",0.05,66,2,148,3,FALSE,0,1
"66","157",0.05,66,2,157,4,FALSE,0,1
"66","163",0.05,66,2,163,4,FALSE,0,1
"67","109",0.05,67,2,109,3,FALSE,0,1
"67","117",0.05,67,2,117,3,FALSE,0,1
"67","143",0.05,67,2,143,3,FALSE,0,1
"67","146",0.05,67,2,146,3,FALSE,0,1
"67","199",0.05,67,2,199,4,FALSE,0,1
"68","116",0.05,68,2,116,3,FALSE,0,1
"68","149",0.05,68,2,149,3,FALSE,0,1
"68","151",0.05,68,2,151,4,FALSE,0,1
"69","145",0.05,69,2,145,3,FALSE,0,1
"69","168",0.05,69,2,168,4,FALSE,0,1
"69","174",0.05,69,2,174,4,FALSE,0,1
"69","180",0.05,69,2,180,4,FALSE,0,1
"69","188",0.05,69,2,188,4,FALSE,0,1
"70","103",0.05,70,2,103,3,FALSE,0,1
"70","124",0.05,70,2,124,3,FALSE,0,1
"70","125",0.05,70,2,125,3,FALSE,0,1
"70","128",0.05,70,2,128,3,FALSE,0,1
"70","140",0.05,70,2,140,3,FALSE,0,1
"70","144",0.05,70,2,144,3,FALSE,0,1
"70","149",0.05,70,2,149,3,FALSE,0,1
"70","156",0.05,70,2,156,4,FALSE,0,1
"70","170",0.05,70,2,170,4,FALSE,0,1
"71","111",0.05,71,2,111,3,FALSE,0,1
"71","120",0.05,71,2,120,3,FALSE,0,1
"71","142",0.05,71,2,142,3,FALSE,0,1
"71","189",0.05,71,2,189,4,FALSE,0,1
"72","118",0.05,72,2,118,3,FALSE,0,1
"72","134",0.05,72,2,134,3,FALSE,0,1
"72","135",0.05,72,2,135,3,FALSE,0,1
"72","147",0.05,72,2,147,3,FALSE,0,1
"72","157",0.05,72,2,157,4,FALSE,0,1
"72","192",0.05,72,2,192,4,FALSE,0,1
"73","129",0.05,73,2,129,3,FALSE,0,1
"73","154",0.05,73,2,154,4,FALSE,0,1
"73","164",0.05,73,2,164,4,FALSE,0,1
"73","186",0.05,73,2,186,4,FALSE,0,1
"74","126",0.05,74,2,126,3,FALSE,0,1
"74","150",0.05,74,2,150,3,FALSE,0,1
"74","168",0.05,74,2,168,4,FALSE,0,1
"74","169",0.05,74,2,169,4,FALSE,0,1
"74","180",0.05,74,2,180,4,FALSE,0,1
"74","186",0.05,74,2,186,4,FALSE,0,1
"74","200",0.05,74,2,200,4,FALSE,0,1
"75","129",0.05,75,2,129,3,FALSE,0,1
"75","136",0.05,75,2,136,3,FALSE,0,1
"75","165",0.05,75,2,165,4,FALSE,0,1
"75","172",0.05,75,2,172,4,FALSE,0,1
"75","184",0.05,75,2,184,4,FALSE,0,1
"75","189",0.05,75,2,189,4,FALSE,0,1
"75","199",0.05,75,2,199,4,FALSE,0,1
"76","115",0.05,76,2,115,3,FALSE,0,1
"76","129",0.05,76,2,129,3,FALSE,0,1
"76","152",0.05,76,2,152,4,FALSE,0,1
"77","108",0.05,77,2,108,3,FALSE,0,1
"77","132",0.05,77,2,132,3,FALSE,0,1
"77","141",0.05,77,2,141,3,FALSE,0,1
"77","147",0.05,77,2,147,3,FALSE,0,1
"77","168",0.05,77,2,168,4,FALSE,0,1
"77","200",0.05,77,2,200,4,FALSE,0,1
"78","105",0.05,78,2,105,3,FALSE,0,1
"78","140",0.05,78,2,140,3,FALSE,0,1
"78","149",0.05,78,2,149,3,FALSE,0,1
"78","153",0.05,78,2,153,4,FALSE,0,1
"78","162",0.05,78,2,162,4,FALSE,0,1
"79","121",0.05,79,2,121,3,FALSE,0,1
"79","152",0.05,79,2,152,4,FALSE,0,1
"79","178",0.05,79,2,178,4,FALSE,0,1
"80","104",0.05,80,2,104,3,FALSE,0,1
"80","121",0.05,80,2,121,3,FALSE,0,1
"80","128",0.05,80,2,128,3,FALSE,0,1
"80","155",0.05,80,2,155,4,FALSE,0,1
"80","183",0.05,80,2,183,4,FALSE,0,1
"81","148",0.05,81,2,148,3,FALSE,0,1
"81","161",0.05,81,2,161,4,FALSE,0,1
"82","111",0.05,82,2,111,3,FALSE,0,1
"82","135",0.05,82,2,135,3,FALSE,0,1
"82","197",0.05,82,2,197,4,FALSE,0,1
"82","198",0.05,82,2,198,4,FALSE,0,1
"83","106",0.05,83,2,106,3,FALSE,0,1
"83","110",0.05,83,2,110,3,FALSE,0,1
"83","127",0.05,83,2,127,3,FALSE,0,1
"83","148",0.05,83,2,148,3,FALSE,0,1
"83","178",0.05,83,2,178,4,FALSE,0,1
"83","180",0.05,83,2,180,4,FALSE,0,1
"83","198",0.05,83,2,198,4,FALSE,0,1
